,sample_id,video_path,label,crush,ego,weather,timing,crush+ego
679,TRAIN_0679,./train/TRAIN_0679.mp4,0,0,-1,-1,-1,0
680,TRAIN_0680,./train/TRAIN_0680.mp4,1,1,1,0,0,1
681,TRAIN_0681,./train/TRAIN_0681.mp4,0,0,-1,-1,-1,0
682,TRAIN_0682,./train/TRAIN_0682.mp4,11,1,0,2,0,2
683,TRAIN_0683,./train/TRAIN_0683.mp4,0,0,-1,-1,-1,0
684,TRAIN_0684,./train/TRAIN_0684.mp4,2,1,1,0,1,1
685,TRAIN_0685,./train/TRAIN_0685.mp4,6,1,1,2,1,1
686,TRAIN_0686,./train/TRAIN_0686.mp4,0,0,-1,-1,-1,0
687,TRAIN_0687,./train/TRAIN_0687.mp4,0,0,-1,-1,-1,0
688,TRAIN_0688,./train/TRAIN_0688.mp4,0,0,-1,-1,-1,0
689,TRAIN_0689,./train/TRAIN_0689.mp4,0,0,-1,-1,-1,0
690,TRAIN_0690,./train/TRAIN_0690.mp4,7,1,0,0,0,2
691,TRAIN_0691,./train/TRAIN_0691.mp4,1,1,1,0,0,1
692,TRAIN_0692,./train/TRAIN_0692.mp4,0,0,-1,-1,-1,0
693,TRAIN_0693,./train/TRAIN_0693.mp4,2,1,1,0,1,1
694,TRAIN_0694,./train/TRAIN_0694.mp4,0,0,-1,-1,-1,0
695,TRAIN_0695,./train/TRAIN_0695.mp4,0,0,-1,-1,-1,0
696,TRAIN_0696,./train/TRAIN_0696.mp4,0,0,-1,-1,-1,0
697,TRAIN_0697,./train/TRAIN_0697.mp4,0,0,-1,-1,-1,0
698,TRAIN_0698,./train/TRAIN_0698.mp4,0,0,-1,-1,-1,0
699,TRAIN_0699,./train/TRAIN_0699.mp4,5,1,1,2,0,1
700,TRAIN_0700,./train/TRAIN_0700.mp4,1,1,1,0,0,1
701,TRAIN_0701,./train/TRAIN_0701.mp4,0,0,-1,-1,-1,0
702,TRAIN_0702,./train/TRAIN_0702.mp4,0,0,-1,-1,-1,0
703,TRAIN_0703,./train/TRAIN_0703.mp4,0,0,-1,-1,-1,0
704,TRAIN_0704,./train/TRAIN_0704.mp4,1,1,1,0,0,1
705,TRAIN_0705,./train/TRAIN_0705.mp4,7,1,0,0,0,2
706,TRAIN_0706,./train/TRAIN_0706.mp4,7,1,0,0,0,2
707,TRAIN_0707,./train/TRAIN_0707.mp4,0,0,-1,-1,-1,0
708,TRAIN_0708,./train/TRAIN_0708.mp4,0,0,-1,-1,-1,0
709,TRAIN_0709,./train/TRAIN_0709.mp4,0,0,-1,-1,-1,0
710,TRAIN_0710,./train/TRAIN_0710.mp4,0,0,-1,-1,-1,0
711,TRAIN_0711,./train/TRAIN_0711.mp4,0,0,-1,-1,-1,0
712,TRAIN_0712,./train/TRAIN_0712.mp4,0,0,-1,-1,-1,0
713,TRAIN_0713,./train/TRAIN_0713.mp4,9,1,0,1,0,2
714,TRAIN_0714,./train/TRAIN_0714.mp4,0,0,-1,-1,-1,0
715,TRAIN_0715,./train/TRAIN_0715.mp4,0,0,-1,-1,-1,0
716,TRAIN_0716,./train/TRAIN_0716.mp4,1,1,1,0,0,1
717,TRAIN_0717,./train/TRAIN_0717.mp4,0,0,-1,-1,-1,0
718,TRAIN_0718,./train/TRAIN_0718.mp4,2,1,1,0,1,1
719,TRAIN_0719,./train/TRAIN_0719.mp4,0,0,-1,-1,-1,0
720,TRAIN_0720,./train/TRAIN_0720.mp4,7,1,0,0,0,2
721,TRAIN_0721,./train/TRAIN_0721.mp4,0,0,-1,-1,-1,0
722,TRAIN_0722,./train/TRAIN_0722.mp4,0,0,-1,-1,-1,0
723,TRAIN_0723,./train/TRAIN_0723.mp4,0,0,-1,-1,-1,0
724,TRAIN_0724,./train/TRAIN_0724.mp4,0,0,-1,-1,-1,0
725,TRAIN_0725,./train/TRAIN_0725.mp4,11,1,0,2,0,2
726,TRAIN_0726,./train/TRAIN_0726.mp4,0,0,-1,-1,-1,0
727,TRAIN_0727,./train/TRAIN_0727.mp4,0,0,-1,-1,-1,0
728,TRAIN_0728,./train/TRAIN_0728.mp4,1,1,1,0,0,1
729,TRAIN_0729,./train/TRAIN_0729.mp4,0,0,-1,-1,-1,0
730,TRAIN_0730,./train/TRAIN_0730.mp4,0,0,-1,-1,-1,0
731,TRAIN_0731,./train/TRAIN_0731.mp4,0,0,-1,-1,-1,0
732,TRAIN_0732,./train/TRAIN_0732.mp4,0,0,-1,-1,-1,0
733,TRAIN_0733,./train/TRAIN_0733.mp4,0,0,-1,-1,-1,0
734,TRAIN_0734,./train/TRAIN_0734.mp4,0,0,-1,-1,-1,0
735,TRAIN_0735,./train/TRAIN_0735.mp4,0,0,-1,-1,-1,0
736,TRAIN_0736,./train/TRAIN_0736.mp4,0,0,-1,-1,-1,0
737,TRAIN_0737,./train/TRAIN_0737.mp4,0,0,-1,-1,-1,0
738,TRAIN_0738,./train/TRAIN_0738.mp4,0,0,-1,-1,-1,0
739,TRAIN_0739,./train/TRAIN_0739.mp4,0,0,-1,-1,-1,0
740,TRAIN_0740,./train/TRAIN_0740.mp4,1,1,1,0,0,1
741,TRAIN_0741,./train/TRAIN_0741.mp4,0,0,-1,-1,-1,0
742,TRAIN_0742,./train/TRAIN_0742.mp4,0,0,-1,-1,-1,0
743,TRAIN_0743,./train/TRAIN_0743.mp4,1,1,1,0,0,1
744,TRAIN_0744,./train/TRAIN_0744.mp4,0,0,-1,-1,-1,0
745,TRAIN_0745,./train/TRAIN_0745.mp4,0,0,-1,-1,-1,0
746,TRAIN_0746,./train/TRAIN_0746.mp4,0,0,-1,-1,-1,0
747,TRAIN_0747,./train/TRAIN_0747.mp4,1,1,1,0,0,1
748,TRAIN_0748,./train/TRAIN_0748.mp4,1,1,1,0,0,1
749,TRAIN_0749,./train/TRAIN_0749.mp4,1,1,1,0,0,1
750,TRAIN_0750,./train/TRAIN_0750.mp4,2,1,1,0,1,1
751,TRAIN_0751,./train/TRAIN_0751.mp4,0,0,-1,-1,-1,0
752,TRAIN_0752,./train/TRAIN_0752.mp4,1,1,1,0,0,1
753,TRAIN_0753,./train/TRAIN_0753.mp4,0,0,-1,-1,-1,0
754,TRAIN_0754,./train/TRAIN_0754.mp4,0,0,-1,-1,-1,0
755,TRAIN_0755,./train/TRAIN_0755.mp4,0,0,-1,-1,-1,0
756,TRAIN_0756,./train/TRAIN_0756.mp4,0,0,-1,-1,-1,0
757,TRAIN_0757,./train/TRAIN_0757.mp4,0,0,-1,-1,-1,0
758,TRAIN_0758,./train/TRAIN_0758.mp4,0,0,-1,-1,-1,0
759,TRAIN_0759,./train/TRAIN_0759.mp4,0,0,-1,-1,-1,0
760,TRAIN_0760,./train/TRAIN_0760.mp4,3,1,1,1,0,1
761,TRAIN_0761,./train/TRAIN_0761.mp4,11,1,0,2,0,2
762,TRAIN_0762,./train/TRAIN_0762.mp4,1,1,1,0,0,1
763,TRAIN_0763,./train/TRAIN_0763.mp4,0,0,-1,-1,-1,0
764,TRAIN_0764,./train/TRAIN_0764.mp4,0,0,-1,-1,-1,0
765,TRAIN_0765,./train/TRAIN_0765.mp4,0,0,-1,-1,-1,0
766,TRAIN_0766,./train/TRAIN_0766.mp4,0,0,-1,-1,-1,0
767,TRAIN_0767,./train/TRAIN_0767.mp4,1,1,1,0,0,1
768,TRAIN_0768,./train/TRAIN_0768.mp4,0,0,-1,-1,-1,0
769,TRAIN_0769,./train/TRAIN_0769.mp4,7,1,0,0,0,2
770,TRAIN_0770,./train/TRAIN_0770.mp4,3,1,1,1,0,1
771,TRAIN_0771,./train/TRAIN_0771.mp4,1,1,1,0,0,1
772,TRAIN_0772,./train/TRAIN_0772.mp4,0,0,-1,-1,-1,0
773,TRAIN_0773,./train/TRAIN_0773.mp4,0,0,-1,-1,-1,0
774,TRAIN_0774,./train/TRAIN_0774.mp4,1,1,1,0,0,1
775,TRAIN_0775,./train/TRAIN_0775.mp4,0,0,-1,-1,-1,0
776,TRAIN_0776,./train/TRAIN_0776.mp4,0,0,-1,-1,-1,0
777,TRAIN_0777,./train/TRAIN_0777.mp4,0,0,-1,-1,-1,0
778,TRAIN_0778,./train/TRAIN_0778.mp4,1,1,1,0,0,1
779,TRAIN_0779,./train/TRAIN_0779.mp4,0,0,-1,-1,-1,0
780,TRAIN_0780,./train/TRAIN_0780.mp4,7,1,0,0,0,2
781,TRAIN_0781,./train/TRAIN_0781.mp4,7,1,0,0,0,2
782,TRAIN_0782,./train/TRAIN_0782.mp4,0,0,-1,-1,-1,0
783,TRAIN_0783,./train/TRAIN_0783.mp4,11,1,0,2,0,2
784,TRAIN_0784,./train/TRAIN_0784.mp4,0,0,-1,-1,-1,0
785,TRAIN_0785,./train/TRAIN_0785.mp4,0,0,-1,-1,-1,0
786,TRAIN_0786,./train/TRAIN_0786.mp4,1,1,1,0,0,1
787,TRAIN_0787,./train/TRAIN_0787.mp4,0,0,-1,-1,-1,0
788,TRAIN_0788,./train/TRAIN_0788.mp4,0,0,-1,-1,-1,0
789,TRAIN_0789,./train/TRAIN_0789.mp4,2,1,1,0,1,1
790,TRAIN_0790,./train/TRAIN_0790.mp4,3,1,1,1,0,1
791,TRAIN_0791,./train/TRAIN_0791.mp4,7,1,0,0,0,2
792,TRAIN_0792,./train/TRAIN_0792.mp4,1,1,1,0,0,1
793,TRAIN_0793,./train/TRAIN_0793.mp4,1,1,1,0,0,1
794,TRAIN_0794,./train/TRAIN_0794.mp4,0,0,-1,-1,-1,0
795,TRAIN_0795,./train/TRAIN_0795.mp4,7,1,0,0,0,2
796,TRAIN_0796,./train/TRAIN_0796.mp4,0,0,-1,-1,-1,0
797,TRAIN_0797,./train/TRAIN_0797.mp4,0,0,-1,-1,-1,0
798,TRAIN_0798,./train/TRAIN_0798.mp4,0,0,-1,-1,-1,0
799,TRAIN_0799,./train/TRAIN_0799.mp4,7,1,0,0,0,2
800,TRAIN_0800,./train/TRAIN_0800.mp4,7,1,0,0,0,2
801,TRAIN_0801,./train/TRAIN_0801.mp4,0,0,-1,-1,-1,0
802,TRAIN_0802,./train/TRAIN_0802.mp4,1,1,1,0,0,1
803,TRAIN_0803,./train/TRAIN_0803.mp4,9,1,0,1,0,2
804,TRAIN_0804,./train/TRAIN_0804.mp4,7,1,0,0,0,2
805,TRAIN_0805,./train/TRAIN_0805.mp4,8,1,0,0,1,2
806,TRAIN_0806,./train/TRAIN_0806.mp4,0,0,-1,-1,-1,0
807,TRAIN_0807,./train/TRAIN_0807.mp4,7,1,0,0,0,2
808,TRAIN_0808,./train/TRAIN_0808.mp4,0,0,-1,-1,-1,0
809,TRAIN_0809,./train/TRAIN_0809.mp4,5,1,1,2,0,1
810,TRAIN_0810,./train/TRAIN_0810.mp4,0,0,-1,-1,-1,0
811,TRAIN_0811,./train/TRAIN_0811.mp4,0,0,-1,-1,-1,0
812,TRAIN_0812,./train/TRAIN_0812.mp4,0,0,-1,-1,-1,0
813,TRAIN_0813,./train/TRAIN_0813.mp4,0,0,-1,-1,-1,0
814,TRAIN_0814,./train/TRAIN_0814.mp4,0,0,-1,-1,-1,0
815,TRAIN_0815,./train/TRAIN_0815.mp4,11,1,0,2,0,2
816,TRAIN_0816,./train/TRAIN_0816.mp4,0,0,-1,-1,-1,0
817,TRAIN_0817,./train/TRAIN_0817.mp4,7,1,0,0,0,2
818,TRAIN_0818,./train/TRAIN_0818.mp4,0,0,-1,-1,-1,0
819,TRAIN_0819,./train/TRAIN_0819.mp4,0,0,-1,-1,-1,0
820,TRAIN_0820,./train/TRAIN_0820.mp4,1,1,1,0,0,1
821,TRAIN_0821,./train/TRAIN_0821.mp4,0,0,-1,-1,-1,0
822,TRAIN_0822,./train/TRAIN_0822.mp4,0,0,-1,-1,-1,0
823,TRAIN_0823,./train/TRAIN_0823.mp4,0,0,-1,-1,-1,0
824,TRAIN_0824,./train/TRAIN_0824.mp4,0,0,-1,-1,-1,0
825,TRAIN_0825,./train/TRAIN_0825.mp4,0,0,-1,-1,-1,0
826,TRAIN_0826,./train/TRAIN_0826.mp4,0,0,-1,-1,-1,0
827,TRAIN_0827,./train/TRAIN_0827.mp4,0,0,-1,-1,-1,0
828,TRAIN_0828,./train/TRAIN_0828.mp4,0,0,-1,-1,-1,0
829,TRAIN_0829,./train/TRAIN_0829.mp4,0,0,-1,-1,-1,0
830,TRAIN_0830,./train/TRAIN_0830.mp4,0,0,-1,-1,-1,0
831,TRAIN_0831,./train/TRAIN_0831.mp4,7,1,0,0,0,2
832,TRAIN_0832,./train/TRAIN_0832.mp4,1,1,1,0,0,1
833,TRAIN_0833,./train/TRAIN_0833.mp4,0,0,-1,-1,-1,0
834,TRAIN_0834,./train/TRAIN_0834.mp4,0,0,-1,-1,-1,0
835,TRAIN_0835,./train/TRAIN_0835.mp4,0,0,-1,-1,-1,0
836,TRAIN_0836,./train/TRAIN_0836.mp4,0,0,-1,-1,-1,0
837,TRAIN_0837,./train/TRAIN_0837.mp4,0,0,-1,-1,-1,0
838,TRAIN_0838,./train/TRAIN_0838.mp4,7,1,0,0,0,2
839,TRAIN_0839,./train/TRAIN_0839.mp4,0,0,-1,-1,-1,0
840,TRAIN_0840,./train/TRAIN_0840.mp4,0,0,-1,-1,-1,0
841,TRAIN_0841,./train/TRAIN_0841.mp4,0,0,-1,-1,-1,0
842,TRAIN_0842,./train/TRAIN_0842.mp4,0,0,-1,-1,-1,0
843,TRAIN_0843,./train/TRAIN_0843.mp4,0,0,-1,-1,-1,0
844,TRAIN_0844,./train/TRAIN_0844.mp4,0,0,-1,-1,-1,0
845,TRAIN_0845,./train/TRAIN_0845.mp4,0,0,-1,-1,-1,0
846,TRAIN_0846,./train/TRAIN_0846.mp4,5,1,1,2,0,1
847,TRAIN_0847,./train/TRAIN_0847.mp4,0,0,-1,-1,-1,0
848,TRAIN_0848,./train/TRAIN_0848.mp4,7,1,0,0,0,2
849,TRAIN_0849,./train/TRAIN_0849.mp4,0,0,-1,-1,-1,0
850,TRAIN_0850,./train/TRAIN_0850.mp4,3,1,1,1,0,1
851,TRAIN_0851,./train/TRAIN_0851.mp4,0,0,-1,-1,-1,0
852,TRAIN_0852,./train/TRAIN_0852.mp4,0,0,-1,-1,-1,0
853,TRAIN_0853,./train/TRAIN_0853.mp4,0,0,-1,-1,-1,0
854,TRAIN_0854,./train/TRAIN_0854.mp4,0,0,-1,-1,-1,0
855,TRAIN_0855,./train/TRAIN_0855.mp4,0,0,-1,-1,-1,0
856,TRAIN_0856,./train/TRAIN_0856.mp4,2,1,1,0,1,1
857,TRAIN_0857,./train/TRAIN_0857.mp4,0,0,-1,-1,-1,0
858,TRAIN_0858,./train/TRAIN_0858.mp4,7,1,0,0,0,2
859,TRAIN_0859,./train/TRAIN_0859.mp4,0,0,-1,-1,-1,0
860,TRAIN_0860,./train/TRAIN_0860.mp4,0,0,-1,-1,-1,0
861,TRAIN_0861,./train/TRAIN_0861.mp4,1,1,1,0,0,1
862,TRAIN_0862,./train/TRAIN_0862.mp4,3,1,1,1,0,1
863,TRAIN_0863,./train/TRAIN_0863.mp4,9,1,0,1,0,2
864,TRAIN_0864,./train/TRAIN_0864.mp4,0,0,-1,-1,-1,0
865,TRAIN_0865,./train/TRAIN_0865.mp4,0,0,-1,-1,-1,0
866,TRAIN_0866,./train/TRAIN_0866.mp4,1,1,1,0,0,1
867,TRAIN_0867,./train/TRAIN_0867.mp4,0,0,-1,-1,-1,0
868,TRAIN_0868,./train/TRAIN_0868.mp4,0,0,-1,-1,-1,0
869,TRAIN_0869,./train/TRAIN_0869.mp4,0,0,-1,-1,-1,0
870,TRAIN_0870,./train/TRAIN_0870.mp4,0,0,-1,-1,-1,0
871,TRAIN_0871,./train/TRAIN_0871.mp4,0,0,-1,-1,-1,0
872,TRAIN_0872,./train/TRAIN_0872.mp4,5,1,1,2,0,1
873,TRAIN_0873,./train/TRAIN_0873.mp4,8,1,0,0,1,2
874,TRAIN_0874,./train/TRAIN_0874.mp4,0,0,-1,-1,-1,0
875,TRAIN_0875,./train/TRAIN_0875.mp4,1,1,1,0,0,1
876,TRAIN_0876,./train/TRAIN_0876.mp4,0,0,-1,-1,-1,0
877,TRAIN_0877,./train/TRAIN_0877.mp4,8,1,0,0,1,2
878,TRAIN_0878,./train/TRAIN_0878.mp4,1,1,1,0,0,1
879,TRAIN_0879,./train/TRAIN_0879.mp4,0,0,-1,-1,-1,0
880,TRAIN_0880,./train/TRAIN_0880.mp4,0,0,-1,-1,-1,0
881,TRAIN_0881,./train/TRAIN_0881.mp4,0,0,-1,-1,-1,0
882,TRAIN_0882,./train/TRAIN_0882.mp4,0,0,-1,-1,-1,0
883,TRAIN_0883,./train/TRAIN_0883.mp4,0,0,-1,-1,-1,0
884,TRAIN_0884,./train/TRAIN_0884.mp4,0,0,-1,-1,-1,0
885,TRAIN_0885,./train/TRAIN_0885.mp4,7,1,0,0,0,2
886,TRAIN_0886,./train/TRAIN_0886.mp4,0,0,-1,-1,-1,0
887,TRAIN_0887,./train/TRAIN_0887.mp4,0,0,-1,-1,-1,0
888,TRAIN_0888,./train/TRAIN_0888.mp4,0,0,-1,-1,-1,0
889,TRAIN_0889,./train/TRAIN_0889.mp4,1,1,1,0,0,1
890,TRAIN_0890,./train/TRAIN_0890.mp4,7,1,0,0,0,2
891,TRAIN_0891,./train/TRAIN_0891.mp4,0,0,-1,-1,-1,0
892,TRAIN_0892,./train/TRAIN_0892.mp4,7,1,0,0,0,2
893,TRAIN_0893,./train/TRAIN_0893.mp4,0,0,-1,-1,-1,0
894,TRAIN_0894,./train/TRAIN_0894.mp4,0,0,-1,-1,-1,0
895,TRAIN_0895,./train/TRAIN_0895.mp4,0,0,-1,-1,-1,0
896,TRAIN_0896,./train/TRAIN_0896.mp4,1,1,1,0,0,1
897,TRAIN_0897,./train/TRAIN_0897.mp4,1,1,1,0,0,1
898,TRAIN_0898,./train/TRAIN_0898.mp4,0,0,-1,-1,-1,0
899,TRAIN_0899,./train/TRAIN_0899.mp4,1,1,1,0,0,1
900,TRAIN_0900,./train/TRAIN_0900.mp4,0,0,-1,-1,-1,0
901,TRAIN_0901,./train/TRAIN_0901.mp4,1,1,1,0,0,1
902,TRAIN_0902,./train/TRAIN_0902.mp4,1,1,1,0,0,1
903,TRAIN_0903,./train/TRAIN_0903.mp4,11,1,0,2,0,2
904,TRAIN_0904,./train/TRAIN_0904.mp4,0,0,-1,-1,-1,0
905,TRAIN_0905,./train/TRAIN_0905.mp4,0,0,-1,-1,-1,0
906,TRAIN_0906,./train/TRAIN_0906.mp4,5,1,1,2,0,1
907,TRAIN_0907,./train/TRAIN_0907.mp4,0,0,-1,-1,-1,0
908,TRAIN_0908,./train/TRAIN_0908.mp4,0,0,-1,-1,-1,0
909,TRAIN_0909,./train/TRAIN_0909.mp4,0,0,-1,-1,-1,0
910,TRAIN_0910,./train/TRAIN_0910.mp4,0,0,-1,-1,-1,0
911,TRAIN_0911,./train/TRAIN_0911.mp4,0,0,-1,-1,-1,0
912,TRAIN_0912,./train/TRAIN_0912.mp4,0,0,-1,-1,-1,0
913,TRAIN_0913,./train/TRAIN_0913.mp4,0,0,-1,-1,-1,0
914,TRAIN_0914,./train/TRAIN_0914.mp4,0,0,-1,-1,-1,0
915,TRAIN_0915,./train/TRAIN_0915.mp4,0,0,-1,-1,-1,0
916,TRAIN_0916,./train/TRAIN_0916.mp4,0,0,-1,-1,-1,0
917,TRAIN_0917,./train/TRAIN_0917.mp4,1,1,1,0,0,1
918,TRAIN_0918,./train/TRAIN_0918.mp4,0,0,-1,-1,-1,0
919,TRAIN_0919,./train/TRAIN_0919.mp4,0,0,-1,-1,-1,0
920,TRAIN_0920,./train/TRAIN_0920.mp4,1,1,1,0,0,1
921,TRAIN_0921,./train/TRAIN_0921.mp4,0,0,-1,-1,-1,0
922,TRAIN_0922,./train/TRAIN_0922.mp4,0,0,-1,-1,-1,0
923,TRAIN_0923,./train/TRAIN_0923.mp4,0,0,-1,-1,-1,0
924,TRAIN_0924,./train/TRAIN_0924.mp4,0,0,-1,-1,-1,0
925,TRAIN_0925,./train/TRAIN_0925.mp4,0,0,-1,-1,-1,0
926,TRAIN_0926,./train/TRAIN_0926.mp4,3,1,1,1,0,1
927,TRAIN_0927,./train/TRAIN_0927.mp4,0,0,-1,-1,-1,0
928,TRAIN_0928,./train/TRAIN_0928.mp4,0,0,-1,-1,-1,0
929,TRAIN_0929,./train/TRAIN_0929.mp4,7,1,0,0,0,2
930,TRAIN_0930,./train/TRAIN_0930.mp4,0,0,-1,-1,-1,0
931,TRAIN_0931,./train/TRAIN_0931.mp4,7,1,0,0,0,2
932,TRAIN_0932,./train/TRAIN_0932.mp4,0,0,-1,-1,-1,0
933,TRAIN_0933,./train/TRAIN_0933.mp4,1,1,1,0,0,1
934,TRAIN_0934,./train/TRAIN_0934.mp4,0,0,-1,-1,-1,0
935,TRAIN_0935,./train/TRAIN_0935.mp4,0,0,-1,-1,-1,0
936,TRAIN_0936,./train/TRAIN_0936.mp4,3,1,1,1,0,1
937,TRAIN_0937,./train/TRAIN_0937.mp4,0,0,-1,-1,-1,0
938,TRAIN_0938,./train/TRAIN_0938.mp4,0,0,-1,-1,-1,0
939,TRAIN_0939,./train/TRAIN_0939.mp4,0,0,-1,-1,-1,0
940,TRAIN_0940,./train/TRAIN_0940.mp4,0,0,-1,-1,-1,0
941,TRAIN_0941,./train/TRAIN_0941.mp4,1,1,1,0,0,1
942,TRAIN_0942,./train/TRAIN_0942.mp4,0,0,-1,-1,-1,0
943,TRAIN_0943,./train/TRAIN_0943.mp4,7,1,0,0,0,2
944,TRAIN_0944,./train/TRAIN_0944.mp4,0,0,-1,-1,-1,0
945,TRAIN_0945,./train/TRAIN_0945.mp4,0,0,-1,-1,-1,0
946,TRAIN_0946,./train/TRAIN_0946.mp4,7,1,0,0,0,2
947,TRAIN_0947,./train/TRAIN_0947.mp4,0,0,-1,-1,-1,0
948,TRAIN_0948,./train/TRAIN_0948.mp4,1,1,1,0,0,1
949,TRAIN_0949,./train/TRAIN_0949.mp4,0,0,-1,-1,-1,0
950,TRAIN_0950,./train/TRAIN_0950.mp4,0,0,-1,-1,-1,0
951,TRAIN_0951,./train/TRAIN_0951.mp4,0,0,-1,-1,-1,0
952,TRAIN_0952,./train/TRAIN_0952.mp4,0,0,-1,-1,-1,0
953,TRAIN_0953,./train/TRAIN_0953.mp4,0,0,-1,-1,-1,0
954,TRAIN_0954,./train/TRAIN_0954.mp4,0,0,-1,-1,-1,0
955,TRAIN_0955,./train/TRAIN_0955.mp4,0,0,-1,-1,-1,0
956,TRAIN_0956,./train/TRAIN_0956.mp4,0,0,-1,-1,-1,0
957,TRAIN_0957,./train/TRAIN_0957.mp4,1,1,1,0,0,1
958,TRAIN_0958,./train/TRAIN_0958.mp4,0,0,-1,-1,-1,0
959,TRAIN_0959,./train/TRAIN_0959.mp4,1,1,1,0,0,1
960,TRAIN_0960,./train/TRAIN_0960.mp4,0,0,-1,-1,-1,0
961,TRAIN_0961,./train/TRAIN_0961.mp4,0,0,-1,-1,-1,0
962,TRAIN_0962,./train/TRAIN_0962.mp4,0,0,-1,-1,-1,0
963,TRAIN_0963,./train/TRAIN_0963.mp4,0,0,-1,-1,-1,0
964,TRAIN_0964,./train/TRAIN_0964.mp4,1,1,1,0,0,1
965,TRAIN_0965,./train/TRAIN_0965.mp4,0,0,-1,-1,-1,0
966,TRAIN_0966,./train/TRAIN_0966.mp4,0,0,-1,-1,-1,0
967,TRAIN_0967,./train/TRAIN_0967.mp4,0,0,-1,-1,-1,0
968,TRAIN_0968,./train/TRAIN_0968.mp4,0,0,-1,-1,-1,0
969,TRAIN_0969,./train/TRAIN_0969.mp4,5,1,1,2,0,1
970,TRAIN_0970,./train/TRAIN_0970.mp4,7,1,0,0,0,2
971,TRAIN_0971,./train/TRAIN_0971.mp4,0,0,-1,-1,-1,0
972,TRAIN_0972,./train/TRAIN_0972.mp4,0,0,-1,-1,-1,0
973,TRAIN_0973,./train/TRAIN_0973.mp4,7,1,0,0,0,2
974,TRAIN_0974,./train/TRAIN_0974.mp4,0,0,-1,-1,-1,0
975,TRAIN_0975,./train/TRAIN_0975.mp4,7,1,0,0,0,2
976,TRAIN_0976,./train/TRAIN_0976.mp4,0,0,-1,-1,-1,0
977,TRAIN_0977,./train/TRAIN_0977.mp4,0,0,-1,-1,-1,0
978,TRAIN_0978,./train/TRAIN_0978.mp4,2,1,1,0,1,1
979,TRAIN_0979,./train/TRAIN_0979.mp4,8,1,0,0,1,2
980,TRAIN_0980,./train/TRAIN_0980.mp4,0,0,-1,-1,-1,0
981,TRAIN_0981,./train/TRAIN_0981.mp4,0,0,-1,-1,-1,0
982,TRAIN_0982,./train/TRAIN_0982.mp4,0,0,-1,-1,-1,0
983,TRAIN_0983,./train/TRAIN_0983.mp4,0,0,-1,-1,-1,0
984,TRAIN_0984,./train/TRAIN_0984.mp4,0,0,-1,-1,-1,0
985,TRAIN_0985,./train/TRAIN_0985.mp4,0,0,-1,-1,-1,0
986,TRAIN_0986,./train/TRAIN_0986.mp4,0,0,-1,-1,-1,0
987,TRAIN_0987,./train/TRAIN_0987.mp4,0,0,-1,-1,-1,0
988,TRAIN_0988,./train/TRAIN_0988.mp4,0,0,-1,-1,-1,0
989,TRAIN_0989,./train/TRAIN_0989.mp4,0,0,-1,-1,-1,0
990,TRAIN_0990,./train/TRAIN_0990.mp4,0,0,-1,-1,-1,0
991,TRAIN_0991,./train/TRAIN_0991.mp4,11,1,0,2,0,2
992,TRAIN_0992,./train/TRAIN_0992.mp4,0,0,-1,-1,-1,0
993,TRAIN_0993,./train/TRAIN_0993.mp4,0,0,-1,-1,-1,0
994,TRAIN_0994,./train/TRAIN_0994.mp4,11,1,0,2,0,2
995,TRAIN_0995,./train/TRAIN_0995.mp4,7,1,0,0,0,2
996,TRAIN_0996,./train/TRAIN_0996.mp4,7,1,0,0,0,2
997,TRAIN_0997,./train/TRAIN_0997.mp4,0,0,-1,-1,-1,0
998,TRAIN_0998,./train/TRAIN_0998.mp4,0,0,-1,-1,-1,0
999,TRAIN_0999,./train/TRAIN_0999.mp4,1,1,1,0,0,1
1000,TRAIN_1000,./train/TRAIN_1000.mp4,7,1,0,0,0,2
1001,TRAIN_1001,./train/TRAIN_1001.mp4,3,1,1,1,0,1
1002,TRAIN_1002,./train/TRAIN_1002.mp4,0,0,-1,-1,-1,0
1003,TRAIN_1003,./train/TRAIN_1003.mp4,1,1,1,0,0,1
1004,TRAIN_1004,./train/TRAIN_1004.mp4,1,1,1,0,0,1
1005,TRAIN_1005,./train/TRAIN_1005.mp4,0,0,-1,-1,-1,0
1006,TRAIN_1006,./train/TRAIN_1006.mp4,1,1,1,0,0,1
1007,TRAIN_1007,./train/TRAIN_1007.mp4,1,1,1,0,0,1
1008,TRAIN_1008,./train/TRAIN_1008.mp4,0,0,-1,-1,-1,0
1009,TRAIN_1009,./train/TRAIN_1009.mp4,9,1,0,1,0,2
1010,TRAIN_1010,./train/TRAIN_1010.mp4,0,0,-1,-1,-1,0
1011,TRAIN_1011,./train/TRAIN_1011.mp4,0,0,-1,-1,-1,0
1012,TRAIN_1012,./train/TRAIN_1012.mp4,0,0,-1,-1,-1,0
1013,TRAIN_1013,./train/TRAIN_1013.mp4,0,0,-1,-1,-1,0
1014,TRAIN_1014,./train/TRAIN_1014.mp4,7,1,0,0,0,2
1015,TRAIN_1015,./train/TRAIN_1015.mp4,2,1,1,0,1,1
1016,TRAIN_1016,./train/TRAIN_1016.mp4,1,1,1,0,0,1
1017,TRAIN_1017,./train/TRAIN_1017.mp4,7,1,0,0,0,2
1018,TRAIN_1018,./train/TRAIN_1018.mp4,1,1,1,0,0,1
